Shape,nsites,elements,nelements,composition,composition_reduced,formula_pretty,formula_anonymous,chemsys,volume,density,density_atomic,symmetry,material_id,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,grain_boundaries,band_gap,cbm,vbm,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,num_magnetic_sites,num_unique_magnetic_sites,types_of_magnetic_species,k_vrh,g_vrh,e_total,e_ionic,e_electronic,n,e_ij_max,weighted_surface_energy_EV_PER_ANG2,weighted_surface_energy,weighted_work_function,surface_anisotropy,shape_factor,has_reconstructed,possible_species,theoretical
Cubic,5,"[Element N, Element Ni, Element Zn]",3,Zn1 Ni3 N1,Zn1 Ni3 N1,ZnNi3N,ABC3,N-Ni-Zn,51.77056123443007,8.195022676786662,10.354112246886015,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1069270,-5.536031692,-5.608231692,-0.22090197699999975,0.0,True,,0.0,,,6.68338461,False,True,False,NM,3.5e-06,6.760598912866954e-08,3.5e-06,0,0,[],,,,,,,,,,,,,,[],True
Orthorhombic,20,"[Element La, Element Lu, Element S]",3,La4 Lu4 S12,La1 Lu1 S3,LaLuS3,ABC3,La-Lu-S,484.78207567773165,5.618467249845161,24.239103783886584,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-1106374,-6.513672282,-6.815472282,-2.442210836875,0.0,True,,2.2321999999999997,6.5697,4.3375,4.42531927,True,False,False,NM,0.0,0.0,0.0,0,0,[],,,,,,,,,,,,,,"['Lu3+', 'S2-', 'La3+']",True
Cubic,5,"[Element Mo, Element Na, Element O]",3,Na1 Mo1 O3,Na1 Mo1 O3,NaMoO3,ABC3,Mo-Na-O,61.57755902520197,4.501484285601487,12.315511805040394,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1040471,-6.368571806,-7.421171805999999,-2.019523498560345,0.09633984900000048,False,,0.0,,,3.7837783,False,True,True,FM,1.0003638,0.016245590371495224,1.0003638,1,1,[Element Mo],,,,,,,,,,,,,,"['Na+', 'Mo5+', 'O2-']",True
Cubic,20,"[Element Fe, Element O, Element Os, Element Sr]",4,Sr4 Fe2 Os2 O12,Sr2 Fe1 Os1 O6,Sr2FeOsO6,ABC2D6,Fe-O-Os-Sr,252.31619980947602,6.8090419080992985,12.615809990473801,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='4/mmm' symprec=0.1 version='1.16.2',mp-1095170,-6.9713132725,-7.609113272499999,-2.3334624910833326,0.0,True,,0.0,,,4.3075657,False,True,True,AFM,0.0,0.0,0.0,4,2,"[Element Fe, Element Os]",,,,,,,,,,,,,,"['O2-', 'Sr2+', 'Fe3+', 'Os5+']",False
Cubic,10,"[Element Cu, Element F, Element Rb, Element Sb]",4,Rb2 Cu1 Sb1 F6,Rb2 Cu1 Sb1 F6,Rb2CuSbF6,ABC2D6,Cu-F-Rb-Sb,179.08132358470854,4.360246074898207,17.908132358470855,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110659,-4.368886218,-4.646086218,-2.4802712319999998,0.11341145137499886,False,,0.9861999999999997,4.0119,3.0257,3.02677083,False,False,False,NM,0.0003515,1.9627954102859555e-06,0.0003515,0,0,[],,,,,,,,,,,,,,"['Cu+', 'Sb3+', 'F-', 'Rb+']",True
Cubic,5,"[Element Cu, Element N, Element Ni]",3,Cu1 Ni3 N1,Cu1 Ni3 N1,CuNi3N,ABC3,Cu-N-Ni,50.7404251421085,8.300429841600447,10.1480850284217,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1017556,-5.965201716,-6.037401716,-0.0821793889999995,0.0,True,,0.0,,,7.36332091,False,True,True,FM,1.0067557,0.019841294139345177,1.0067557,3,1,[Element Ni],196.36542590944907,65.78010655441754,,,,,,,,,,,,[],True
Cubic,10,"[Element F, Element In, Element Rb]",3,Rb2 In2 F6,Rb1 In1 F3,RbInF3,ABC3,F-In-Rb,197.67575458300075,4.3224842463490365,19.767575458300076,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110662,-4.350004056,-4.627204056,-2.733873115,0.008661990738088043,False,,2.4848,3.575,1.0902,1.17813364,False,False,False,NM,0.0,0.0,0.0,0,0,[],,,,,,,,,,,,,,"['In2+', 'Rb+', 'F-']",True
Cubic,10,"[Element Co, Element I, Element N]",3,Co1 I3 N6,Co1 I3 N6,Co(IN2)3,AB3C6,Co-I-N,126.33933005213603,6.883069571499076,12.633933005213603,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1078734,-4.04293792,-4.373237919999999,1.7815007195000008,2.0507570926249974,False,,0.0,,,7.90908025,False,True,False,NM,0.000889,7.036605304406311e-06,0.000889,0,0,[],,,,,,,,,,,,,,"['Co3+', 'N0+', 'I-']",False
Cubic,5,"[Element Ba, Element P, Element Sb]",3,Ba3 Sb1 P1,Ba3 Sb1 P1,Ba3SbP,ABC3,Ba-P-Sb,272.53363290988204,3.4407897248292945,54.50672658197641,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1013712,-3.3247388979999997,-3.363138898,-0.3032931846666663,0.7357523499166652,False,,0.0,,,1.53888338,False,True,False,NM,0.0032569,1.1950451638667843e-05,0.0032569,0,0,[],,,,,,,,,,,,,,"['Ba2+', 'P3-', 'Sb3-']",True
Cubic,10,"[Element Ag, Element Cl, Element Er, Element Rb]",4,Rb2 Er1 Ag1 Cl6,Rb2 Er1 Ag1 Cl6,Rb2ErAgCl6,ABC2D6,Ag-Cl-Er-Rb,309.1962720722054,3.537983324942999,30.919627207220536,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111636,-3.859373829,-4.227773828999999,-2.182517537166666,0.003275121550000648,False,,3.7293000000000003,3.4645,-0.2648,-0.27576039,False,False,False,NM,0.000946,3.059545296778625e-06,0.000946,0,0,[],,,,,,,,,,,,,,"['Er3+', 'Cl-', 'Rb+', 'Ag+']",True
Cubic,10,"[Element Al, Element F, Element Na, Element Rb]",4,Rb2 Na1 Al1 F6,Rb2 Na1 Al1 F6,Rb2NaAlF6,ABC2D6,Al-F-Na-Rb,150.79912009979324,3.6877542425197505,15.079912009979324,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1079583,-5.006486186,-5.283686186,-3.4338818786551726,0.0,True,,6.791,4.9901,-1.8009,-1.65596866,True,False,False,NM,0.0,0.0,0.0,0,0,[],,,6.459122649999994,4.395167549999997,2.0639550999999963,1.4366471731082744,,,,,,,,"['Na+', 'Al3+', 'F-', 'Rb+']",False
Orthorhombic,20,"[Element La, Element Lu, Element S]",3,La4 Lu4 S12,La1 Lu1 S3,LaLuS3,ABC3,La-Lu-S,484.78207567773165,5.618467249845161,24.239103783886584,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-1106374,-6.513672282,-6.815472282,-2.442210836875,0.0,True,,2.2321999999999997,6.5697,4.3375,4.42531927,True,False,False,NM,0.0,0.0,0.0,0,0,[],,,,,,,,,,,,,,"['Lu3+', 'S2-', 'La3+']",True
Cubic,5,"[Element Cu, Element N, Element Ni]",3,Cu1 Ni3 N1,Cu1 Ni3 N1,CuNi3N,ABC3,Cu-N-Ni,50.7404251421085,8.300429841600447,10.1480850284217,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1017556,-5.965201716,-6.037401716,-0.0821793889999995,0.0,True,,0.0,,,7.36332091,False,True,True,FM,1.0067557,0.019841294139345177,1.0067557,3,1,[Element Ni],196.36542590944907,65.78010655441754,,,,,,,,,,,,[],True
Cubic,10,"[Element Au, Element Cl, Element Cu, Element K]",4,K2 Cu1 Au1 Cl6,K2 Cu1 Au1 Cl6,K2CuAuCl6,ABC2D6,Au-Cl-Cu-K,248.3318242300709,3.6872694804545354,24.83318242300709,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111972,-3.0711449479999997,-3.4395449479999995,-1.3710342956,0.03984514033333353,False,,0.0,1.2686,1.3146,1.27120114,False,True,False,NM,0.0043636,1.7571650405778336e-05,0.0043636,0,0,[],,,,,,,,,,,,,,"['Au3+', 'Cu+', 'Cl-', 'K+']",True
Cubic,10,"[Element F, Element In, Element Rb]",3,Rb2 In2 F6,Rb1 In1 F3,RbInF3,ABC3,F-In-Rb,197.67575458300075,4.3224842463490365,19.767575458300076,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110662,-4.350004056,-4.627204056,-2.733873115,0.008661990738088043,False,,2.4848,3.575,1.0902,1.17813364,False,False,False,NM,0.0,0.0,0.0,0,0,[],,,,,,,,,,,,,,"['In2+', 'Rb+', 'F-']",True
Cubic,10,"[Element F, Element K, Element Na, Element Pd]",4,K2 Na1 Pd1 F6,K2 Na1 Pd1 F6,K2NaPdF6,ABC2D6,F-K-Na-Pd,159.34316396573698,3.351408480121344,15.934316396573697,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111627,-4.233960859,-4.511160858999999,-2.491952978755172,0.017680890000003835,False,,0.0,,,-0.13395697,False,True,True,FM,0.9999665,0.006275553184164332,0.9999665,1,1,[Element Pd],,,,,,,,,,,,,,"['Na+', 'Pd3+', 'F-', 'K+']",True
Cubic,10,"[Element Co, Element I, Element N]",3,Co1 I3 N6,Co1 I3 N6,Co(IN2)3,AB3C6,Co-I-N,126.33933005213603,6.883069571499076,12.633933005213603,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1078734,-4.04293792,-4.373237919999999,1.7815007195000008,2.0507570926249974,False,,0.0,,,7.90908025,False,True,False,NM,0.000889,7.036605304406311e-06,0.000889,0,0,[],,,,,,,,,,,,,,"['Co3+', 'N0+', 'I-']",False
Cubic,5,"[Element Bi, Element Sb, Element Sr]",3,Sr3 Bi1 Sb1,Sr3 Bi1 Sb1,Sr3BiSb,ABC3,Bi-Sb-Sr,240.27839885840416,4.102310731353994,48.05567977168083,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1013706,-3.100534002,-3.138934002,-0.5313398559999996,0.4579950169999938,False,,0.0,,,2.14109052,False,True,False,NM,0.0006003,2.4983519236523474e-06,0.0006003,0,0,[],,,,,,,,,,,,,,"['Sb3-', 'Sr2+', 'Bi3-']",True
Cubic,5,"[Element C, Element La, Element Pb]",3,La3 Pb1 C1,La3 Pb1 C1,La3PbC,ABC3,C-La-Pb,143.80930043641396,7.3429312739890795,28.76186008728279,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-10611,-5.978348818,-5.978348818,-0.42848204249999994,0.0,True,,0.0,,,7.75401348,False,True,False,NM,0.1915083,0.0013316823002325667,0.1915083,0,0,[],,,,,,,,,,,,,,[],False
Orthorhombic,20,"[Element La, Element Lu, Element S]",3,La4 Lu4 S12,La1 Lu1 S3,LaLuS3,ABC3,La-Lu-S,484.78207567773165,5.618467249845161,24.239103783886584,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-1106374,-6.513672282,-6.815472282,-2.442210836875,0.0,True,,2.2321999999999997,6.5697,4.3375,4.42531927,True,False,False,NM,0.0,0.0,0.0,0,0,[],,,,,,,,,,,,,,"['Lu3+', 'S2-', 'La3+']",True
Cubic,5,"[Element C, Element Sm, Element Sn]",3,Sm3 Sn1 C1,Sm3 Sn1 C1,Sm3SnC,ABC3,C-Sm-Sn,188.78434476300373,5.117494210327947,37.75686895260075,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-10718,-4.052777902,-4.052777902,1.4260212485000003,1.8865557954999987,False,,0.0,,,1.95574332,False,True,False,NM,0.0035376,1.873884195451183e-05,0.0035376,0,0,[],,,,,,,,,,,,,,[],False
Orthorhombic,20,"[Element Ir, Element O, Element Sr]",3,Sr4 Ir4 O12,Sr1 Ir1 O3,SrIrO3,ABC3,Ir-O-Sr,254.9461238569644,8.541148204505298,12.74730619284822,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-1105160,-6.668956113999999,-7.081156114,-2.007557360583333,0.02767440600000537,False,,0.0,,,4.59918307,False,True,True,FM,2.5083674,0.009838813636591316,0.62709185,4,1,[Element Ir],,,,,,,,,,,,,,"['Sr2+', 'O2-', 'Ir4+']",False
Cubic,5,"[Element Al, Element C, Element Ce]",3,Ce3 Al1 C1,Ce3 Al1 C1,Ce3AlC,ABC3,Al-C-Ce,124.05038839781575,6.148730535293477,24.81007767956315,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-10036,-6.38450763,-6.38450763,-0.22980587250000042,0.0,True,,0.0,,,7.12661914,False,True,True,FM,2.5469901,0.020531899439380125,2.5469901,3,1,[Element Ce],,,,,,,,,,,,,,[],False
Cubic,5,"[Element N, Element Ni, Element Zn]",3,Zn1 Ni3 N1,Zn1 Ni3 N1,ZnNi3N,ABC3,N-Ni-Zn,51.77056123443007,8.195022676786662,10.354112246886015,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1069270,-5.536031692,-5.608231692,-0.22090197699999975,0.0,True,,0.0,,,6.68338461,False,True,False,NM,3.5e-06,6.760598912866954e-08,3.5e-06,0,0,[],,,,,,,,,,,,,,[],True
Cubic,10,"[Element Cl, Element Li, Element Nd, Element Rb]",4,Rb2 Li1 Nd1 Cl6,Rb2 Li1 Nd1 Cl6,Rb2LiNdCl6,ABC2D6,Cl-Li-Nd-Rb,302.12489518005987,2.9395693063235293,30.212489518005988,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110682,-4.042562945,-4.410962945,-2.438027104583333,0.032163016000000155,False,,4.8504000000000005,3.8626,-0.9878,-0.98583333,True,False,False,NM,1.64e-05,5.4282186809617115e-08,1.64e-05,0,0,[],,,,,,,,,,,,,,"['Nd3+', 'Li+', 'Cl-', 'Rb+']",True
Cubic,5,"[Element Cu, Element Mn, Element N]",3,Mn3 Cu1 N1,Mn3 Cu1 N1,Mn3CuN,ABC3,Cu-Mn-N,91.74514021857057,4.386712985634877,18.349028043714114,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1070242,-6.252523448,-6.324723448,1.6596260462413794,1.9039674502499988,False,,0.0,,,2.39656453,False,True,True,FiM,11.7982931,0.12859856197169833,11.7982931,5,3,"[Element Mn, Element Cu, Element N]",,,,,,,,,,,,,,[],False
Cubic,5,"[Element Ni, Element O, Element Sm]",3,Sm1 Ni1 O3,Sm1 Ni1 O3,SmNiO3,ABC3,Ni-O-Sm,54.6134402222849,7.815735873710142,10.92268804445698,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1099668,-6.4793770660000005,-7.399777066000001,-2.3320192762500014,0.12169233499999788,False,,0.0,,,4.46613621,False,True,True,FM,1.0005139,0.01831992080937876,1.0005139,1,1,[Element Ni],,,,,,,,,,,,,,"['O2-', 'Ni3+', 'Sm3+']",True
Cubic,5,"[Element Cl, Element Cu, Element K]",3,K1 Cu1 Cl3,K1 Cu1 Cl3,KCuCl3,ABC3,Cl-Cu-K,110.45741002736315,3.1420087127911525,22.09148200547263,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1023129,-3.2318067679999998,-3.6002067679999996,-1.4491636485999997,0.013923566000000331,False,,0.0,,,1.56235367,False,True,True,FM,0.5088569,0.00460681542210652,0.5088569,1,1,[Element Cu],,,,,,,,,,,,,,"['K+', 'Cl-', 'Cu2+']",True
Cubic,10,"[Element Ba, Element Li, Element O, Element Os]",4,Ba2 Li1 Os1 O6,Ba2 Li1 Os1 O6,Ba2LiOsO6,ABC2D6,Ba-Li-O-Os,138.31618125654984,6.816914759977553,13.831618125654984,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-10584,-6.6960129440000005,-7.108212944,-2.4427756995833336,0.0,True,,0.0,,,3.31328515,False,True,True,FM,0.7105988,0.0051374957979932676,0.7105988,1,1,[Element Os],,,,,,,,,,,,,,"['O2-', 'Li+', 'Os7+', 'Ba2+']",False
Cubic,10,"[Element F, Element Li, Element Rb, Element Y]",4,Rb2 Li1 Y1 F6,Rb2 Li1 Y1 F6,Rb2LiYF6,ABC2D6,F-Li-Rb-Y,165.37917938297778,3.823263769762375,16.537917938297777,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110649,-5.49297989,-5.77017989,-3.5896462970000003,0.0,True,,6.8909,4.35,-2.5409,-2.53916667,True,False,False,NM,0.0006901,4.172834830688675e-06,0.0006901,0,0,[],,,10.236901890000006,8.041512296666673,2.195389593333333,1.4816847145507486,,,,,,,,"['F-', 'Li+', 'Y3+', 'Rb+']",True
Cubic,5,"[Element Al, Element Er, Element N]",3,Er3 Al1 N1,Er3 Al1 N1,Er3AlN,ABC3,Al-Er-N,102.9313683395319,8.75615370928303,20.58627366790638,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1017558,-6.09973694,-6.17193694,-1.0148915029999999,0.0,True,,0.0,,,4.16750679,False,True,False,NM,6.1e-06,5.926278935570343e-08,6.1e-06,0,0,[],,,,,,,,,,,,,,[],True
Cubic,10,"[Element Cl, Element Cs, Element Mo, Element Na]",4,Cs2 Na1 Mo1 Cl6,Cs2 Na1 Mo1 Cl6,Cs2NaMoCl6,ABC2D6,Cl-Cs-Mo-Na,298.51087939544925,3.3235085747546864,29.851087939544925,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111434,-4.044119897,-4.412519897,-1.9074998862413792,0.0063994257500068485,False,,1.6371,3.2694,1.6323,1.61863388,True,False,True,FM,2.9998754,0.01004946756404796,2.9998754,1,1,[Element Mo],,,,,,,,,,,,,,"['Cs+', 'Mo3+', 'Cl-', 'Na+']",True
Cubic,10,"[Element F, Element K, Element Na, Element Pd]",4,K2 Na1 Pd1 F6,K2 Na1 Pd1 F6,K2NaPdF6,ABC2D6,F-K-Na-Pd,159.34316396573698,3.351408480121344,15.934316396573697,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1111627,-4.233960859,-4.511160858999999,-2.491952978755172,0.017680890000003835,False,,0.0,,,-0.13395697,False,True,True,FM,0.9999665,0.006275553184164332,0.9999665,1,1,[Element Pd],,,,,,,,,,,,,,"['Na+', 'Pd3+', 'F-', 'K+']",True
Cubic,5,"[Element Al, Element C, Element Ce]",3,Ce3 Al1 C1,Ce3 Al1 C1,Ce3AlC,ABC3,Al-C-Ce,124.05038839781575,6.148730535293477,24.81007767956315,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-10036,-6.38450763,-6.38450763,-0.22980587250000042,0.0,True,,0.0,,,7.12661914,False,True,True,FM,2.5469901,0.020531899439380125,2.5469901,3,1,[Element Ce],,,,,,,,,,,,,,[],False
Cubic,5,"[Element N, Element Ni, Element Zn]",3,Zn1 Ni3 N1,Zn1 Ni3 N1,ZnNi3N,ABC3,N-Ni-Zn,51.77056123443007,8.195022676786662,10.354112246886015,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1069270,-5.536031692,-5.608231692,-0.22090197699999975,0.0,True,,0.0,,,6.68338461,False,True,False,NM,3.5e-06,6.760598912866954e-08,3.5e-06,0,0,[],,,,,,,,,,,,,,[],True
Cubic,10,"[Element Cl, Element Li, Element Nd, Element Rb]",4,Rb2 Li1 Nd1 Cl6,Rb2 Li1 Nd1 Cl6,Rb2LiNdCl6,ABC2D6,Cl-Li-Nd-Rb,302.12489518005987,2.9395693063235293,30.212489518005988,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110682,-4.042562945,-4.410962945,-2.438027104583333,0.032163016000000155,False,,4.8504000000000005,3.8626,-0.9878,-0.98583333,True,False,False,NM,1.64e-05,5.4282186809617115e-08,1.64e-05,0,0,[],,,,,,,,,,,,,,"['Nd3+', 'Li+', 'Cl-', 'Rb+']",True
Cubic,10,"[Element Br, Element K, Element Na, Element Y]",4,K2 Na1 Y1 Br6,K2 Na1 Y1 Br6,K2NaYBr6,ABC2D6,Br-K-Na-Y,365.68168749655666,3.04023383136253,36.56816874965567,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1110888,-3.743028088,-4.063428088,-2.130631659921839,0.026535424999999613,False,,4.0741,2.9232,-1.1509,-1.14335787,True,False,False,NM,0.000641,1.7528906202229112e-06,0.000641,0,0,[],,,,,,,,,,,,,,"['K+', 'Na+', 'Br-', 'Y3+']",True
Cubic,5,"[Element Ga, Element La, Element O]",3,La1 Ga1 O3,La1 Ga1 O3,LaGaO3,ABC3,Ga-La-O,59.93511816444752,7.10999868052724,11.987023632889505,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1097026,-7.183552594,-7.5957525939999995,-3.03491874175,0.09632406714285668,False,,3.365900000000001,9.5119,6.146,6.42677206,False,False,False,NM,6.7e-06,1.1178754969026364e-07,6.7e-06,0,0,[],,,,,,,,,,,,,,"['O2-', 'La3+', 'Ga3+']",False
Cubic,5,"[Element Cl, Element Cu, Element K]",3,K1 Cu1 Cl3,K1 Cu1 Cl3,KCuCl3,ABC3,Cl-Cu-K,110.45741002736315,3.1420087127911525,22.09148200547263,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1023129,-3.2318067679999998,-3.6002067679999996,-1.4491636485999997,0.013923566000000331,False,,0.0,,,1.56235367,False,True,True,FM,0.5088569,0.00460681542210652,0.5088569,1,1,[Element Cu],,,,,,,,,,,,,,"['K+', 'Cl-', 'Cu2+']",True
Cubic,10,"[Element Ba, Element Li, Element O, Element Os]",4,Ba2 Li1 Os1 O6,Ba2 Li1 Os1 O6,Ba2LiOsO6,ABC2D6,Ba-Li-O-Os,138.31618125654984,6.816914759977553,13.831618125654984,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-10584,-6.6960129440000005,-7.108212944,-2.4427756995833336,0.0,True,,0.0,,,3.31328515,False,True,True,FM,0.7105988,0.0051374957979932676,0.7105988,1,1,[Element Os],,,,,,,,,,,,,,"['O2-', 'Li+', 'Os7+', 'Ba2+']",False
Cubic,5,"[Element C, Element Ga, Element Tm]",3,Tm3 Ga1 C1,Tm3 Ga1 C1,Tm3GaC,ABC3,C-Ga-Tm,142.68368955345835,6.849329248051409,28.53673791069167,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-10351,-3.9476775259999997,-3.9476775259999997,1.189176031000001,1.6429009489999986,False,,0.0,,,1.67819482,False,True,False,NM,0.001074,7.5271392501916744e-06,0.001074,0,0,[],,,,,,,,,,,,,,[],False
Cubic,10,"[Element Ba, Element I, Element Na, Element O]",4,Ba2 Na1 I1 O6,Ba2 Na1 I1 O6,Ba2NaIO6,ABC2D6,Ba-I-Na-O,151.69989003431616,5.697991667878675,15.169989003431615,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Fm-3m' number=225 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1091394,-5.434922505,-5.847122505,-2.2157251259051725,0.0,True,,2.2417000000000002,4.9438,2.7021,2.80780736,True,False,False,NM,0.0,0.0,0.0,0,0,[],,,14.808136240000023,11.21133052000002,3.596805720000003,1.8965246426028857,,,,,,,,"['Na+', 'I7+', 'O2-', 'Ba2+']",False
Orthorhombic,20,"[Element Bi, Element Mn, Element O]",3,Mn4 Bi4 O12,Mn1 Bi1 O3,MnBiO3,ABC3,Bi-Mn-O,249.33978286772782,8.309139738363701,12.46698914338639,crystal_system=<CrystalSystem.ortho: 'Orthorhombic'> symbol='Pnma' number=62 point_group='mmm' symprec=0.1 version='1.16.2',mp-1105271,-6.6418401055,-7.3876401055,-1.819125994336207,0.02567542159999281,False,,0.0,,,5.30316891,False,True,True,FM,15.9999979,0.06416945469342866,3.999999475,4,1,[Element Mn],,,,,,,,,,,,,,"['O2-', 'Bi3+', 'Mn3+']",False
Cubic,5,"[Element Al, Element Er, Element N]",3,Er3 Al1 N1,Er3 Al1 N1,Er3AlN,ABC3,Al-Er-N,102.9313683395319,8.75615370928303,20.58627366790638,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-1017558,-6.09973694,-6.17193694,-1.0148915029999999,0.0,True,,0.0,,,4.16750679,False,True,False,NM,6.1e-06,5.926278935570343e-08,6.1e-06,0,0,[],,,,,,,,,,,,,,[],True
Cubic,5,"[Element Al, Element C, Element Ce]",3,Ce3 Al1 C1,Ce3 Al1 C1,Ce3AlC,ABC3,Al-C-Ce,124.05038839781575,6.148730535293477,24.81007767956315,crystal_system=<CrystalSystem.cubic: 'Cubic'> symbol='Pm-3m' number=221 point_group='m-3m' symprec=0.1 version='1.16.2',mp-10036,-6.38450763,-6.38450763,-0.22980587250000042,0.0,True,,0.0,,,7.12661914,False,True,True,FM,2.5469901,0.020531899439380125,2.5469901,3,1,[Element Ce],,,,,,,,,,,,,,[],False
